 2015 07 02 13 50 09 0846 966 
 2015 07 02 15 12 16 0641 966 
 2015 07 02 15 32 55 0900 966 
 2015 07 02 15 58 18 0637 966 
 2015 07 02 16 14 14 0374 966 
 2015 07 02 16 31 55 0476 966 
 2015 07 02 16 47 01 0090 966 
 2015 07 02 17 07 12 0865 966 
 2015 07 02 17 22 16 0089 966 
 2015 07 02 17 37 39 0212 966 
 2015 07 02 17 52 39 0764 966 
 2015 07 02 18 07 50 0274 966 
 2015 07 02 18 23 18 0403 966 
 2015 07 02 19 56 00 0003 968 
 2015 07 02 20 11 00 0524 967 
 2015 07 02 20 26 03 0882 968 
 2015 07 02 21 23 53 0210 969 
 2015 07 02 21 39 09 0595 968 
 2015 07 02 21 54 20 0201 968 
 2015 07 02 22 11 28 0682 968 
 2015 07 02 22 29 22 0319 970 
 2015 07 02 22 44 40 0390 969 
 2015 07 02 23 00 06 0023 969 
 2015 07 02 23 15 11 0586 969 
 2015 07 02 23 30 12 0415 970 
 2015 07 02 23 45 13 0001 969 
 2015 07 03 00 00 14 0205 969 
 2015 07 03 00 15 14 0973 969 
 2015 07 03 00 30 15 0499 969 
 2015 07 03 00 45 16 0388 969 
 2015 07 03 01 00 16 0948 969 
 2015 07 03 01 15 27 0525 969 
 2015 07 03 01 30 45 0420 969 
 2015 07 03 01 46 56 0207 969 
 2015 07 03 02 02 39 0426 969 
 2015 07 03 02 18 39 0164 969 
 2015 07 03 02 33 59 0801 969 
 2015 07 03 02 50 00 0853 969 
 2015 07 03 03 05 01 0389 970 
 2015 07 03 03 20 27 0182 969 
 2015 07 03 03 35 32 0911 969 
 2015 07 03 03 50 46 0024 969 
 2015 07 03 04 06 21 0719 969 
 2015 07 03 04 21 24 0784 969 
 2015 07 03 04 36 25 0510 969 
 2015 07 03 04 51 51 0167 969 
 2015 07 03 05 07 37 0367 969 
 2015 07 03 05 22 48 0026 969 
 2015 07 03 05 37 48 0661 970 
 2015 07 03 05 52 51 0727 970 
 2015 07 03 06 07 52 0286 970 
 2015 07 03 06 22 52 0877 970 
 2015 07 03 06 37 55 0913 971 
 2015 07 03 06 52 56 0471 971 
 2015 07 03 07 07 57 0336 970 
 2015 07 03 07 22 58 0145 971 
 2015 07 03 07 38 06 0185 970 
 2015 07 03 07 53 39 0334 971 
 2015 07 03 08 08 54 0899 971 
 2015 07 03 08 23 57 0920 971 
 2015 07 03 08 39 03 0448 971 
 2015 07 03 08 54 19 0333 970 
 2015 07 03 09 09 19 0807 970 
 2015 07 03 09 24 27 0881 970 
 2015 07 03 09 39 28 0461 971 
 2015 07 03 09 54 29 0019 971 
 2015 07 03 10 09 29 0565 971 
 2015 07 03 10 24 40 0478 970 
 2015 07 03 10 40 01 0273 970 
 2015 07 03 10 55 01 0859 971 
 2015 07 03 11 10 02 0696 971 
 2015 07 03 11 25 03 0244 970 
 2015 07 03 11 40 06 0434 970 
 2015 07 03 11 55 07 0008 970 
 2015 07 03 12 10 10 0679 971 
 2015 07 03 12 25 43 0839 971 
 2015 07 03 12 40 52 0424 971 
 2015 07 03 12 56 00 0667 971 
 2015 07 03 13 11 38 0841 969 
 2015 07 03 13 26 41 0959 969 
 2015 07 03 13 41 45 0180 969 
 2015 07 03 13 57 48 0745 969 
 2015 07 03 14 14 29 0678 969 
 2015 07 03 14 29 55 0331 969 
 2015 07 03 14 46 46 0361 970 
 2015 07 03 15 26 17 0169 968 
